"Team","Team_Index","Player","FirstName","LastName","Age","GamesPlayed","GamesStarted","MinutesPlayed","FieldGoalsPerGame","FieldGoalAttemptsPerGame","FieldGoalPercentPerGame","ThreePointFieldGoalsPerGame","ThreePointFieldGoalAttemptsPerGame","ThreePointFieldGoalPercentPerGame","TwoPointFieldGoalsPerGame","TwoPointFieldGoalAttemptsPerGame","TwoPointFieldGoalPercentPerGame","EffectiveFieldGoalPercent","FreeThrowsPerGame","FreeThrowAttemptsPerGame","FreeThrowPercentPerGame","OffensiveReboundsPerGame","DefensiveReboundsPerGame","TotalReboundsPerGame","AssistsPerGame","StealsPerGame","BlocksPerGame","TurnoversPerGame","PersonalFoulsPerGame","PointsPerGame","PER","Position","Player_ID"
"CLE",6,"tristan thompson","tristan","thompson",32,49,0,11.2,1.5,2.4,0.608,0,0,0,1.5,2.4,0.613,0.608,0.3,1.1,0.288,1.5,2.1,3.6,1,0.2,0.3,0.6,1.2,3.3,0.124489795918367,"c",6001
"CLE",6,"georges niang","georges","niang",30,82,10,22.3,3.5,7.7,0.449,1.8,4.8,0.376,1.6,2.9,0.572,0.567,0.6,0.7,0.85,0.3,3.1,3.4,1.2,0.4,0.2,0.9,2.3,9.4,0.114634146341463,"pf",6002
"CLE",6,"damian jones","damian","jones",28,39,0,6.9,1.1,1.8,0.597,0.1,0.4,0.214,1,1.5,0.69,0.618,0.5,0.5,0.857,0.5,1.1,1.6,0.4,0.2,0.3,0.3,0.7,2.7,0.107692307692308,"c",6014
"CLE",6,"emoni bates","emoni","bates",20,15,0,8.9,1,3.3,0.306,0.7,2.2,0.303,0.3,1.1,0.313,0.408,0.1,0.3,0.25,0.1,0.9,0.9,0.7,0.1,0.1,0.5,0.3,2.7,0.0999999999999999,"sf",6015
"CLE",6,"pete nance","pete","nance",23,8,0,3.4,0.1,0.8,0.167,0.1,0.1,1,0,0.6,0,0.25,0,0.3,0,0,0.4,0.4,0,0.1,0,0.1,0.3,0.4,-0.025,"pf",6017
"DAL",7,"dexter dennis","dexter","dennis",24,4,0,7.5,2.5,4.8,0.526,0.3,2,0.125,2.3,2.8,0.818,0.553,0.3,0.8,0.333,0.3,2,2.3,1,0,0.3,0.8,0.3,5.5,1.375,"sg",7021
"DAL",7,"luka dončić","luka","dončić",24,70,70,37.5,11.5,23.6,0.487,4.1,10.6,0.382,7.4,13,0.573,0.573,6.8,8.7,0.786,0.8,8.4,9.2,9.8,1.4,0.5,4,2.1,33.9,0.525714285714286,"pg",7008
"DAL",7,"greg brown iii","greg","brown",22,6,0,6.7,0.8,1.8,0.455,0.2,0.5,0.333,0.7,1.3,0.5,0.5,0.7,1.5,0.444,0.5,1,1.5,0.7,0,0.7,0.7,0.8,2.5,0.483333333333333,"pf",7017
"DAL",7,"p.j. washington","p.j.","washington",25,29,28,32.2,4.4,10.4,0.421,1.8,5.8,0.314,2.6,4.6,0.556,0.508,1.1,1.8,0.627,1.1,5.1,6.2,1.5,1.2,0.9,1,2,11.7,0.475862068965517,"pf",7013
"DAL",7,"kyrie irving","kyrie","irving",31,58,58,35,9.7,19.5,0.497,3,7.3,0.411,6.7,12.2,0.548,0.573,3.3,3.6,0.905,0.8,4.2,5,5.2,1.3,0.5,1.8,1.9,25.6,0.443103448275862,"sg",7001
"DAL",7,"dereck lively ii","dereck","lively",19,55,42,23.5,4,5.4,0.747,0,0,0,4,5.3,0.752,0.747,0.7,1.5,0.506,2.5,4.4,6.9,1.1,0.7,1.4,0.9,2.6,8.8,0.287272727272727,"c",7012
"DAL",7,"grant williams","grant","williams",25,47,33,26.4,2.8,6.7,0.413,1.7,4.5,0.376,1.1,2.3,0.486,0.538,0.9,1.2,0.745,1,2.6,3.6,1.7,0.5,0.6,1.1,2.9,8.1,0.195744680851064,"pf",4011
"DAL",7,"dante exum","dante","exum",28,55,17,19.8,2.9,5.5,0.533,1,2,0.491,2,3.5,0.557,0.621,1,1.2,0.779,0.5,2.3,2.7,2.9,0.4,0.1,0.9,1.5,7.8,0.185454545454545,"pg",7003
"DAL",7,"maxi kleber","maxi","kleber",32,43,7,20.3,1.5,3.4,0.432,0.7,2.1,0.348,0.7,1.3,0.574,0.541,0.8,1.1,0.702,0.7,2.6,3.3,1.6,0.4,0.7,0.7,1.8,4.4,0.174418604651163,"c",7007
"DAL",7,"josh green","josh","green",23,57,33,26.4,3.1,6.6,0.479,1.3,3.3,0.385,1.9,3.3,0.572,0.575,0.7,1,0.684,0.7,2.5,3.2,2.3,0.8,0.2,1.1,1.9,8.2,0.171929824561403,"sg",7002
"DAL",7,"tim hardaway jr.","tim","hardaway",31,79,12,26.8,5,12.4,0.402,2.7,7.6,0.353,2.3,4.8,0.478,0.51,1.8,2.1,0.852,0.3,2.9,3.2,1.8,0.5,0.1,0.9,1.3,14.4,0.144303797468354,"sf",7009
"DAL",7,"brandon williams","brandon","williams",24,17,0,6.6,1.2,3.2,0.37,0.2,0.9,0.2,1,2.3,0.436,0.398,0.6,1,0.647,0.2,0.5,0.8,1,0.1,0.1,0.4,0.2,3.2,0.141176470588235,"pg",7016
"DAL",7,"derrick jones jr.","derrick","jones",26,76,66,23.5,3.1,6.5,0.483,1.1,3.1,0.343,2.1,3.4,0.613,0.566,1.3,1.8,0.713,1.1,2.2,3.3,1,0.7,0.7,0.9,1.6,8.6,0.125,"sf",7010
"DAL",7,"seth curry","seth","curry",33,36,3,12.7,1.5,4,0.372,0.8,2.2,0.363,0.7,1.8,0.385,0.472,0.5,0.5,0.895,0.4,1,1.4,0.8,0.5,0.1,0.4,0.9,4.3,0.116666666666667,"sg",4016
"DAL",7,"dwight powell","dwight","powell",32,63,9,13.3,1.1,1.7,0.679,0,0,0.333,1.1,1.6,0.689,0.684,1,1.4,0.708,1.5,1.9,3.4,1.3,0.4,0.3,0.5,1.8,3.3,0.114285714285714,"c",7005
"DAL",7,"markieff morris","markieff","morris",34,26,1,8.3,0.9,2.6,0.338,0.6,1.6,0.357,0.3,1,0.308,0.449,0.2,0.2,0.833,0.2,1.3,1.5,0.6,0.2,0.1,0.5,0.5,2.5,0.103846153846154,"pf",7015
"DAL",7,"olivier-maxence prosper","olivier-maxence","prosper",21,40,1,8.4,1,2.6,0.385,0.3,1.1,0.289,0.7,1.5,0.458,0.447,0.7,1,0.683,0.6,1.4,2,0.6,0.2,0.1,0.2,0.5,3,0.095,"pf",7006
"DAL",7,"jaden hardy","jaden","hardy",21,73,7,13.5,2.7,6.6,0.407,1.1,3.1,0.362,1.6,3.5,0.447,0.492,0.8,1,0.776,0.3,1.5,1.8,1.5,0.3,0.1,0.8,1.1,7.3,0.0835616438356164,"sg",7011
"DAL",7,"a.j. lawson","a.j.","lawson",23,42,0,7.4,1.3,2.9,0.446,0.3,1.2,0.26,1,1.7,0.577,0.5,0.4,0.5,0.652,0.3,0.9,1.2,0.5,0.2,0.1,0.3,0.5,3.2,0.0761904761904762,"sg",7004
"DEN",8,"nikola jokić","nikola","jokić",28,79,79,34.6,10.4,17.9,0.583,1.1,2.9,0.359,9.4,14.9,0.626,0.612,4.5,5.5,0.817,2.8,9.5,12.4,9,1.4,0.9,3,2.5,26.4,0.488607594936709,"c",8003
"DEN",8,"jamal murray","jamal","murray",26,59,59,31.5,8,16.7,0.481,2.5,5.8,0.425,5.6,10.9,0.51,0.554,2.7,3.1,0.853,0.7,3.4,4.1,6.5,1,0.7,2.1,1.8,21.2,0.377966101694915,"pg",8001
"DEN",8,"aaron gordon","aaron","gordon",28,73,73,31.5,5.5,9.8,0.556,0.5,1.9,0.29,4.9,7.9,0.619,0.584,2.4,3.7,0.658,2.4,4.1,6.5,3.5,0.8,0.6,1.4,1.9,13.9,0.250684931506849,"pf",8010
"DEN",8,"michael porter jr.","michael","porter",25,81,81,31.7,6.4,13.3,0.484,2.7,6.8,0.397,3.7,6.5,0.575,0.586,1.1,1.4,0.836,1.3,5.7,7,1.5,0.5,0.7,1.1,1.8,16.7,0.223456790123457,"sf",8006
"DEN",8,"deandre jordan","deandre","jordan",35,36,2,11,1.6,2.6,0.624,0,0,0,1.6,2.6,0.624,0.624,0.7,1.5,0.491,1.5,2.9,4.4,0.7,0.2,0.4,0.6,1.6,3.9,0.2,"c",8011
"DEN",8,"collin gillespie","collin","gillespie",24,24,0,9.4,1.3,2.9,0.464,0.6,1.6,0.395,0.7,1.3,0.548,0.572,0.3,0.5,0.667,0,0.8,0.9,1.1,0.5,0,0.6,1,3.6,0.154166666666667,"pg",8017
"DEN",8,"kentavious caldwell-pope","kentavious","caldwell-pope",30,76,76,31.6,3.6,7.7,0.46,1.6,4.1,0.406,1.9,3.7,0.52,0.566,1.3,1.5,0.894,0.4,2,2.4,2.4,1.3,0.6,1,2,10.1,0.151315789473684,"sg",8009
"DEN",8,"reggie jackson","reggie","jackson",33,82,23,22.2,4,9.2,0.431,1.2,3.5,0.359,2.7,5.8,0.475,0.499,1,1.2,0.806,0.4,1.5,1.9,3.8,0.5,0.2,1.3,1.8,10.2,0.120731707317073,"pg",8002
"DEN",8,"christian braun","christian","braun",22,82,4,20.2,2.7,5.9,0.46,0.8,2,0.384,1.9,3.9,0.498,0.525,1.1,1.6,0.694,1,2.8,3.7,1.6,0.5,0.4,0.7,1.7,7.3,0.110975609756098,"sg",8005
"DEN",8,"peyton watson","peyton","watson",21,80,4,18.6,2.6,5.6,0.465,0.6,1.9,0.296,2,3.7,0.553,0.516,0.9,1.3,0.67,0.7,2.5,3.2,1.1,0.5,1.1,0.7,1.8,6.7,0.10625,"sf",8007
"DEN",8,"braxton key","braxton","key",26,20,0,3,0.4,0.9,0.412,0.1,0.3,0.4,0.3,0.6,0.417,0.471,0.3,0.4,0.75,0.2,0.8,0.9,0.5,0.1,0.1,0.1,0.3,1.1,0.1,"sf",8015
"DEN",8,"jay huff","jay","huff",25,20,0,2.5,0.5,0.8,0.6,0.2,0.5,0.333,0.3,0.3,1,0.7,0.1,0.1,1,0.1,0.5,0.6,0.1,0.1,0.2,0.1,0.5,1.2,0.09,"c",8018
"DEN",8,"justin holiday","justin","holiday",34,58,9,14.9,1.5,3.3,0.454,0.9,2.3,0.404,0.6,1,0.569,0.595,0.1,0.1,0.75,0.2,1.1,1.2,1.2,0.6,0.2,0.2,1.2,4,0.0896551724137931,"sg",8008
"DEN",8,"zeke nnaji","zeke","nnaji",23,58,0,9.9,1.2,2.6,0.463,0.1,0.4,0.261,1.1,2.2,0.5,0.483,0.7,1.1,0.677,1.1,1.1,2.2,0.6,0.3,0.7,0.5,1.4,3.2,0.0810344827586207,"pf",8013
"DEN",8,"jalen pickett","jalen","pickett",24,27,0,4.5,0.6,1.3,0.429,0.3,0.9,0.36,0.2,0.4,0.6,0.557,0.1,0.1,0.75,0,0.5,0.5,0.8,0.1,0,0.3,0.5,1.6,0.0740740740740741,"sg",8012
"DEN",8,"julian strawther","julian","strawther",21,50,0,10.9,1.6,4.4,0.369,0.8,2.8,0.297,0.8,1.7,0.488,0.462,0.4,0.6,0.71,0.1,1.1,1.2,0.9,0.3,0.1,0.5,1.1,4.5,0.07,"sf",8014
"DEN",8,"hunter tyson","hunter","tyson",23,18,0,2.7,0.4,1.1,0.4,0.2,0.8,0.286,0.2,0.3,0.667,0.5,0,0,0,0.1,0.4,0.5,0.1,0.1,0,0.1,0.6,1.1,0.0555555555555556,"pf",8016
"DET",9,"jalen duren","jalen","duren",20,61,60,29.1,5.7,9.2,0.619,0,0.1,0,5.7,9.2,0.623,0.619,2.3,3,0.79,3.1,8.5,11.6,2.4,0.5,0.8,2.1,3.1,13.8,0.373770491803279,"c",9007
"DET",9,"jared rhoden","jared","rhoden",24,17,0,14.4,1.9,3.9,0.5,0.7,1.8,0.387,1.2,2.1,0.6,0.591,0.3,0.5,0.625,0.2,1.8,1.9,0.8,0.2,0.8,0.4,1.6,4.9,0.352941176470588,"sg",9009
"DET",9,"cade cunningham","cade","cunningham",22,62,62,33.5,8.5,18.8,0.449,1.9,5.4,0.355,6.5,13.4,0.487,0.5,3.8,4.4,0.869,0.5,3.8,4.3,7.5,0.9,0.4,3.4,2.5,22.7,0.346774193548387,"pg",9006
"DET",9,"isaiah stewart","isaiah","stewart",22,46,45,30.9,4,8.3,0.487,1.5,3.8,0.383,2.6,4.5,0.575,0.575,1.4,1.8,0.753,1.6,5,6.6,1.6,0.4,0.8,1.4,2.2,10.9,0.308695652173913,"pf",9012
"DET",9,"buddy boeheim","buddy","boeheim",24,10,0,8.4,0.9,2.9,0.31,0.8,2.5,0.32,0.1,0.4,0.25,0.448,0.8,1,0.8,0.3,0.7,1,0.3,0,0.1,0,0.5,3.4,0.26,"sf",9013
"DET",9,"killian hayes","killian","hayes",22,42,31,24,2.8,6.7,0.413,0.5,1.8,0.297,2.3,5,0.455,0.452,0.8,1.2,0.66,0.3,2.6,2.8,4.9,0.9,0.5,1.2,1.8,6.9,0.25,"pg",9021
"DET",9,"stanley umude","stanley","umude",24,24,2,12.8,1.5,3.5,0.44,1,2.2,0.453,0.5,1.3,0.419,0.583,1.2,1.3,0.906,0.3,1.8,2.1,0.5,0.3,0.3,0.6,1.7,5.3,0.241666666666667,"sg",9011
"DET",9,"kevin knox","kevin","knox",24,31,11,18.1,2.8,6,0.462,1,3,0.33,1.8,3,0.598,0.546,0.6,0.7,0.909,0.6,1.8,2.4,0.7,0.4,0.2,0.7,1.6,7.2,0.22258064516129,"pf",9022
"DET",9,"ausar thompson","ausar","thompson",21,63,38,25.1,3.7,7.6,0.483,0.3,1.8,0.186,3.3,5.8,0.575,0.505,1.1,1.9,0.597,2,4.3,6.4,1.9,1.1,0.9,1.3,2.8,8.8,0.207936507936508,"sf",9008
"DET",9,"isaiah livers","isaiah","livers",25,23,6,20.4,1.7,5,0.345,1,3.3,0.286,0.8,1.7,0.462,0.44,0.5,0.8,0.667,0.7,1.4,2.1,1.1,0.6,0.2,0.7,1.9,5,0.204347826086956,"sf",9023
"DET",9,"james wiseman","james","wiseman",22,63,6,17.3,3,4.8,0.613,0,0,0,3,4.8,0.617,0.613,1.1,1.6,0.706,1.7,3.6,5.3,0.9,0.2,0.6,1,2.2,7.1,0.171428571428571,"c",9005
"DET",9,"jaden ivey","jaden","ivey",21,77,61,28.8,5.4,12.6,0.429,1.6,4.8,0.336,3.8,7.8,0.485,0.492,2.9,3.9,0.749,1.1,2.3,3.4,3.8,0.7,0.5,2.5,2.6,15.4,0.17012987012987,"sg",9003
"DET",9,"joe harris","joe","harris",32,16,0,10.6,0.9,2.4,0.359,0.6,1.9,0.333,0.3,0.6,0.444,0.487,0.1,0.1,0.5,0.2,0.6,0.8,0.6,0.2,0.1,0.3,1.2,2.4,0.14375,"sg",9024
"DET",9,"marcus sasser","marcus","sasser",23,71,11,19,3.1,7.2,0.428,1.3,3.4,0.375,1.8,3.8,0.474,0.516,0.8,0.9,0.879,0.2,1.6,1.8,3.3,0.6,0.2,1.3,1.5,8.3,0.122535211267606,"pg",9004
"DET",9,"malcolm cazalon","malcolm","cazalon",22,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"sg",9025
"GSW",10,"draymond green","draymond","green",33,55,52,27.1,3.4,6.8,0.497,0.9,2.3,0.395,2.4,4.4,0.551,0.566,1,1.3,0.73,1.4,5.9,7.2,6,1,0.9,2.5,3,8.6,0.318181818181818,"pf",10012
"GSW",10,"stephen curry","stephen","curry",35,74,74,32.7,8.8,19.5,0.45,4.8,11.8,0.408,4,7.7,0.515,0.573,4,4.4,0.923,0.5,4,4.5,5.1,0.7,0.4,2.8,1.6,26.4,0.313513513513514,"pg",10007
"GSW",10,"pat spencer","pat","spencer",27,6,0,4.3,0.3,0.7,0.5,0,0.3,0,0.3,0.3,1,0.5,0,0,0,0.3,0.3,0.7,0.8,0,0,0.2,0.2,0.7,0.266666666666667,"pg",10017
"GSW",10,"chris paul","chris","paul",38,58,18,26.4,3.6,8.1,0.441,1.3,3.6,0.371,2.2,4.4,0.498,0.525,0.7,0.9,0.827,0.3,3.6,3.9,6.8,1.2,0.1,1.3,1.9,9.2,0.262068965517241,"pg",10011
"GSW",10,"usman garuba","usman","garuba",21,6,0,3,0.2,1,0.167,0,0.2,0,0.2,0.8,0.2,0.167,0.2,0.3,0.5,0.5,0.7,1.2,0.2,0.2,0.5,0.3,0.3,0.5,0.233333333333333,"pf",10004
"GSW",10,"gui santos","gui","santos",21,23,0,8.3,1.2,2.4,0.509,0.4,1.2,0.37,0.8,1.2,0.643,0.6,0.7,0.7,0.941,0.7,1.4,2.1,0.6,0.2,0.1,0.3,1,3.6,0.221739130434783,"pf",10001
"GSW",10,"jonathan kuminga","jonathan","kuminga",21,74,46,26.3,6.2,11.6,0.529,0.7,2.2,0.321,5.4,9.4,0.578,0.56,3,4,0.746,1.2,3.6,4.8,2.2,0.7,0.5,1.6,2.3,16.1,0.22027027027027,"pf",10003
"GSW",10,"klay thompson","klay","thompson",33,77,63,29.7,6.4,14.7,0.432,3.5,9,0.387,2.9,5.7,0.503,0.551,1.6,1.8,0.927,0.5,2.8,3.3,2.3,0.6,0.5,1.5,1.6,17.9,0.18961038961039,"sf",10006
"GSW",10,"trayce jackson-davis","trayce","jackson-davis",23,68,16,16.6,3.4,4.9,0.702,0,0,0,3.4,4.9,0.704,0.702,1.1,1.9,0.561,2,3,5,1.2,0.4,1.1,0.7,1.6,7.9,0.185294117647059,"pf",10008
"GSW",10,"brandin podziemski","brandin","podziemski",20,74,28,26.6,3.7,8.1,0.454,1.2,3.2,0.385,2.4,4.9,0.499,0.529,0.7,1.1,0.633,1.6,4.2,5.8,3.7,0.8,0.2,1.2,1.6,9.2,0.185135135135135,"sg",10009
"GSW",10,"andrew wiggins","andrew","wiggins",28,71,59,27,5,11,0.453,1.3,3.6,0.358,3.7,7.4,0.498,0.511,2,2.7,0.751,1.5,3,4.5,1.7,0.6,0.6,1.2,2.1,13.2,0.17887323943662,"sf",10002
"GSW",10,"gary payton ii","gary","payton",31,44,0,15.5,2.3,4.2,0.563,0.5,1.3,0.364,1.9,2.9,0.648,0.617,0.3,0.5,0.609,1,1.5,2.6,1.1,0.9,0.4,0.6,1.8,5.5,0.177272727272727,"sg",10016
"GSW",10,"dario šarić","dario","šarić",29,64,9,17.2,2.8,6.1,0.466,1.2,3.1,0.376,1.7,3,0.56,0.562,1.2,1.5,0.849,1.1,3.3,4.4,2.3,0.5,0.2,1.2,1.8,8,0.165625,"c",10005
"GSW",10,"kevon looney","kevon","looney",27,74,36,16.1,1.9,3.1,0.597,0,0,0,1.9,3.1,0.599,0.597,0.8,1.1,0.675,1.9,3.7,5.7,1.8,0.4,0.4,0.7,2.1,4.5,0.143243243243243,"c",10010
"GSW",10,"moses moody","moses","moody",21,66,9,17.5,2.9,6.4,0.462,1.1,3,0.36,1.8,3.3,0.555,0.548,1.1,1.4,0.785,1,2,3,0.9,0.6,0.4,0.7,1.4,8.1,0.128787878787879,"sg",10013
"GSW",10,"cory joseph","cory","joseph",32,26,0,11.4,0.9,2.5,0.359,0.5,1.6,0.31,0.4,0.8,0.455,0.461,0.2,0.3,0.571,0.2,0.9,1.2,1.6,0.2,0.1,0.5,1,2.4,0.126923076923077,"sg",10021
"GSW",10,"lester quinones","lester","quinones",23,37,0,10.6,1.5,3.8,0.397,0.9,2.4,0.364,0.6,1.4,0.453,0.511,0.5,0.8,0.69,0.6,1.4,1.9,1,0.2,0.1,0.5,1.2,4.4,0.121621621621622,"sg",10014
"GSW",10,"jerome robinson","jerome","robinson",26,22,0,3.7,0.5,1.5,0.333,0.1,0.8,0.118,0.4,0.7,0.563,0.364,0.3,0.5,0.636,0,0.2,0.3,0.2,0,0.1,0.1,0.2,1.4,0.0318181818181818,"sg",10015
"HOU",11,"tari eason","tari","eason",22,22,0,21.8,4,8.6,0.466,0.8,2.3,0.36,3.2,6.3,0.504,0.513,1,1.5,0.636,2.1,4.9,7,1.2,1.4,0.9,0.9,2.3,9.8,0.65,"pf",11016
"HOU",11,"alperen sengun","alperen","sengun",21,63,63,32.5,8.4,15.6,0.537,0.5,1.8,0.297,7.8,13.8,0.567,0.553,3.9,5.6,0.693,2.9,6.4,9.3,5,1.2,0.7,2.6,3.3,21.1,0.40952380952381,"c",11005
"HOU",11,"boban marjanović","boban","marjanović",35,14,0,5.1,1.3,2.4,0.529,0,0.1,0,1.3,2.3,0.563,0.529,0.6,1,0.643,0.5,1.8,2.3,0.4,0.1,0.1,0.4,0.4,3.2,0.3,"c",11004
"HOU",11,"fred vanvleet","fred","vanvleet",29,73,73,36.8,5.8,13.9,0.416,3.1,8,0.387,2.7,5.9,0.454,0.527,2.7,3.1,0.86,0.5,3.4,3.8,8.1,1.4,0.8,1.7,2.5,17.4,0.291780821917808,"pg",11010
"HOU",11,"amen thompson","amen","thompson",21,62,23,22.4,3.9,7.2,0.536,0.1,0.9,0.138,3.7,6.3,0.595,0.545,1.7,2.5,0.684,2.4,4.2,6.6,2.6,1.3,0.6,1.5,2.3,9.5,0.241935483870968,"sf",11014
"HOU",11,"nate hinton","nate","hinton",24,15,0,5,0.7,1.7,0.423,0.5,0.9,0.5,0.3,0.8,0.333,0.558,0.3,0.3,0.8,0.5,1,1.5,0.7,0.2,0.1,0.2,0.7,2.2,0.233333333333333,"sg",11017
"HOU",11,"jabari smith jr.","jabari","smith",20,76,76,31.9,5,11,0.454,1.8,5,0.363,3.2,6,0.53,0.537,2,2.4,0.811,1.8,6.3,8.1,1.6,0.7,0.8,1.2,2.6,13.7,0.227631578947368,"pf",11009
"HOU",11,"cam whitmore","cam","whitmore",19,47,2,18.7,4.5,9.9,0.454,1.7,4.7,0.359,2.8,5.3,0.538,0.539,1.6,2.4,0.679,0.9,2.9,3.8,0.7,0.6,0.4,1,1.4,12.3,0.225531914893617,"sf",11015
"HOU",11,"jalen green","jalen","green",21,82,82,31.7,6.9,16.2,0.423,2.5,7.4,0.332,4.4,8.9,0.498,0.498,3.5,4.3,0.804,0.5,4.7,5.2,3.5,0.8,0.3,2.3,1.4,19.6,0.207317073170732,"sg",11006
"HOU",11,"jermaine samuels","jermaine","samuels",25,14,0,4.3,0.6,1,0.643,0,0.1,0,0.6,0.9,0.75,0.643,0.1,0.1,1,0.2,0.7,0.9,0.2,0.1,0.1,0,0.4,1.4,0.164285714285714,"sf",11018
"HOU",11,"dillon brooks","dillon","brooks",28,72,72,30.9,4.6,10.7,0.428,1.8,5.1,0.359,2.7,5.5,0.492,0.515,1.7,2,0.844,0.7,2.7,3.4,1.7,0.9,0.1,1.2,3.3,12.7,0.155555555555556,"sf",11002
"HOU",11,"jock landale","jock","landale",28,56,3,13.6,1.9,3.7,0.515,0.2,0.7,0.25,1.7,3,0.578,0.539,0.9,1.2,0.8,1.6,1.5,3.1,1.2,0.4,0.6,0.6,1.3,4.9,0.133928571428571,"c",11001
"HOU",11,"jeenathan williams","jeenathan","williams",24,22,0,5.9,1.2,2.3,0.54,0.1,0.2,0.4,1.1,2,0.556,0.56,0.3,0.6,0.538,0.5,0.5,1,0.3,0.2,0,0.2,0.5,2.9,0.127272727272727,"sg",11011
"HOU",11,"jae'sean tate","jae'sean","tate",28,65,9,15.9,1.7,3.5,0.472,0.4,1.2,0.299,1.3,2.3,0.559,0.522,0.4,0.6,0.667,0.9,2.1,3,1,0.6,0.2,0.6,2.1,4.1,0.0969230769230769,"sf",11012
"HOU",11,"aaron holiday","aaron","holiday",27,78,1,16.3,2.4,5.3,0.446,1.1,2.8,0.387,1.3,2.6,0.51,0.547,0.7,0.8,0.921,0.3,1.3,1.6,1.8,0.5,0.1,0.7,1.6,6.6,0.0884615384615385,"pg",11007
"HOU",11,"jeff green","jeff","green",37,78,6,16.8,2.1,4.7,0.456,0.7,2.1,0.331,1.5,2.6,0.553,0.529,1.6,1.9,0.819,0.6,1.7,2.3,0.9,0.2,0.4,0.6,1.3,6.5,0.0871794871794872,"pf",11008
"HOU",11,"reggie bullock","reggie","bullock",32,44,0,9.5,0.8,1.9,0.415,0.6,1.5,0.403,0.2,0.3,0.467,0.579,0,0,1,0.1,1.5,1.7,0.3,0.3,0.1,0.2,0.7,2.2,0.075,"sf",11013
"IND",12,"quenton jackson","quenton","jackson",25,3,0,3.7,0,0.3,0,0,0,0,0,0.3,0,0,0.7,0.7,1,0,1.3,1.3,0.7,0.3,0,0,0.3,0.7,0.9,"pg",12018
"IND",12,"oscar tshiebwe","oscar","tshiebwe",24,8,0,5.3,1.3,2.5,0.5,0,0,0,1.3,2.5,0.5,0.5,0.8,1,0.75,1,1,2,0.3,0.3,0.1,0,0.4,3.3,0.575,"pf",12003
"IND",12,"tyrese haliburton","tyrese","haliburton",23,69,68,32.2,7.2,15.2,0.477,2.8,7.8,0.364,4.4,7.4,0.595,0.57,2.8,3.3,0.855,0.5,3.4,3.9,10.9,1.2,0.7,2.3,1.1,20.1,0.376811594202899,"pg",12009
"IND",12,"myles turner","myles","turner",27,77,77,27,6.2,11.8,0.524,1.5,4.2,0.358,4.7,7.6,0.615,0.587,3.2,4.1,0.773,1.5,5.5,6.9,1.3,0.5,1.9,1.4,3,17.1,0.257142857142857,"c",12006
